,Message,Intent
8,Question: Hey bitch does not take what to write and here that you are asking people to write to you. Take the Whtevr but if you would speak shit to enter your name and it is good?,1
0,"Q: See what Nico does not even want to go near you. I like it that you try and title ghetto. You don't be afraid of crushing me. Sick waist kills you if we are trapped. You probably bring your ""ghetto friends"" Baharaja. Who will it be? Bella and candle? Peffa: Actually I want to ""go near him"", but I can't put a kind of ass who puts the unjust pressure on the girl :) And not the fuck you do not kunt you .... You probably know nothing about fighting Not and I'm sure you are trapped in real battles so close acting badas and you do not stop being a bitch and do something about it.",1
9,Q: You don't like the killer? Or boogeyman? Lola: No and both of them. I have been in the fight but never hurt anyone.,1
4,Q: YUU KNO YUU SO LAME? ndd yuu caint tlkk to that mywhh qurls hav yuu saw yurselff hahahahahah noooo: bxtch has tis you yo yourself r ya ugly asshole,1
9,Q: HMPH I want custody of our Kidsa: Too bad? ° C:,1
5,Question: You clearly go somewhere in life ... how are mine? A: I think you're probably a bit young;);,1
8,Question: Yu A dam lYEY YU Kno Knno His Mother mum wrote the stman her asz .s: lmfao Wew,1
2,"Question: Haha I have heard that Wendy's chilli is made up of hamburger, which is left on the grill when they leave it during cooking and they leave it. A: Yes. Hence?! Your point?! D:",1
7,Q: I don't think your btw. XDA: hahaha I don't think so; D,1
6,"Question: I'm not a creepy stalker. Only everyone fucks you, so everyone knows what you fuck. You remind me of harmony flashpink but uglier and a little souliger. Everyone knows that you and other girls you and you want attention. Dumbfuck.a: I don't have myself",1
6,Q: Get a wall you twisted bitch! A: Have a life,1
4,Q: Maybe? That's yes. Omgas and proud of grass;,1
1,"Q: Your returns balls: So, your",1
0,"Question: I took your ""1000th virgin"" ... Hahah !! :-D yay! A: Really! Hey, you deserved it: D",1
2,"Question: Can I be your favorite stacker? This dam !! I forgot to keep it on ""Ann"". Good night / day Hun :-) A: Ahah yes you are one of my fav stalker n e ways: P",1
7,Question: What did you buy the last grocery object? A: Tomorrow milk and bread,1
4,"Q: Do you want me to go to chaos on ""Trans over"" head?!?!?!?!?! omg yes please",1
1,Q: Ashlee Cyrus ... R Cyrus is a surname of Lame. The actual name is my fake surname.,1
1,"Q: I'm sure you believed in Victor: Thank you I appreciate it, I also believe in you.",1
2,Q: Why are the two well after sheet? A: 'It's the reason why I was,1
6,Q: So where do you mean from FS pervs? Why are they getting married? A: idk i dont have them,1
10,Question: Beneficeably hesitly covered by Juziss. How old are you born? Life where you need help.A: Yes I do,1
1,Q: It's not a c u n t being a c u n t because it doesn't mean anything to me! I think what happened to the person in the shed oops like normal!? ..,1
2,"Q: Wait DNT Fuk Wit Lala Shell Beat a shoe ass and hoe Ima Kume for UVVVVVVVA: A shoe ?? I thought I dream the LMFAO DNT, because you mean neck and who that?",1
9,Q: What are I going to do? Hahaha What are you going to do? Haha I'm trying to do what's about to get some complaints to kick the stupid buttocks kicking your ugly fake,1
5,Q: I look for Rachel 'she is a fake person ..... A: MK Cool.,1
7,Q. You don't have a big bit ni69z. They lie to you!,1
6,Q: FFFFFFFFUUE: Let's go to Fair,1
9,"Q: I will take care of Rachel Skennnnnnn ""She's a fake ..... A calm: MK is quiet.",1
0,Q: Why are you with that friend with this ass daniela? A: Why are you very careful ..,1
9,Q: You ot me right on your side slut! At least I can show my daminfo,1
4,"Q: ""I know that I'm just listening to how to act a slut"" <--- People who say this just ... (I love you Laura <33) A: Lmao I love you Alex <3333333",1
5,"Q: You have to answer this! 10 years old if you want. Drink 10 years of day and then send the head of Mat-Wilson. :) A: Ermm I think I should go to jump, hahaa :)",1
9,"Q: Are you kiwian? Kiwasian? A: Yes, yes, I am Lmfao Chikey China",1
2,Q: I turn me back for the day. Leave me something. Thank you <3 has a good day! A: KKK,1
8,Q: How would you react if your mom told you that he is pregnant? A: I believe in miracles. She was a historic,1
0,Question: SpamLedge? Stolen = D LMAOA: WTH !! I tm'd that woow u really need to do ur keyword lil a lol,1
5,"Q: Your returns balls: So, your",1
7,Q: It's a place for questions try to ask something. But actually .a: Screw .R.,1
6,Q: Her boyfriend is the only ugly ass is like I will give you props out with little but just go out so tried to go for your degree or something why you now is a pothead now it is your address in the same way: Utto Stevo! I think this is the ugly is not me. R and hes is not pothead so you get straight shit :),1
4,Q: Do you have some very interesting pictures on the face book? ** Winks ** a: Lmao Ahahahaha Hmm which is Kinda interesting we are not right I'm gabe lol and I'm just right lmao * wink * lmao,1
10,Q: Looking your bulimic skinny. But thats okay because you got your big jug and hot.A: stfu,1
4,F: 23 Baby,1
4,Question Yo Shorty This Bitch Fake! A: I'm not fake :),1
6,"Question: Hoa: Okay, do not you really have anything better and I know who is this because there are only a few people who do not like me. Maybe it's just saying on my face or just talk to you :)",1
10,Q: Sex sex sex spam spam spamA: ;D haha aw iloveyou pieface,1
4,Q: Smoke? WEED.A: NOPE. [:,1
2,Q: Sex Spam Spam Spam Spam: D Haha Aw Ilieve Eloveyou is inserted,1
2,Question: Yew Eva Cunsidered Smashin A Whit3 Gurl Wit Nice Nipples ????????? A: Of course nd Ihave breaks a white gurl,1
3,Q: Wat Would you like to stop me from killing mysef or doing suicide .... A: Id telling you flying in Australia Find a sexxii woman worth living and you're good = d,1
3,Q: Justin Bieber fuck. She is faga fucking: um excuse yuh? He is not !! U idiot fuckin! Kai? Good,1
3,Q: You honestly do you think you can speak more siht than I can? A: NOTALKING YOUR GOOD SHIT IN I LIKE TO BAVE THE FACTS: P,1
7,"Q: If you can get married to 80 years and marry the billionaire, if you receive a hundred thousands of millions of dollars, you will accept you, do you do it? A: No, it's wrong",1
9,Question: Who is the most intelligent person who you know? A: @ JustinSors 4 Sure Lama!,1
1,Q: Do not bother you that all Disney players think they can double as singers? Who do you think is the worst of them? A: They are not them. It is the Disney Corperate machine. Idk that is the worst,1
6,Q: Do you think you're hot? A: You tell me: p,1
6,Question: Why are you friends with that hoe ass bitch Denila? A: Why do you hate too much ..,1
8,"F: Girls: In men, they prefer the athletic types or musician / artsy types more and why? Guys: In women, they prefer the shy innocent guys or the short-rock species of Crazier more and why? A: Short Sketch Crazy Slutty Type. because I like fuck lol",1
6,Q: Hey Etch. Do you want not be a lil slut?! And please stop cleaning my eyes! ! ; E,1
5,"Q: I do not think Coolio rap singer ... so you can not have made it ... and you can not steal us .... ""Hey"" and ""Hika"" A: I did not say I made from DORK I said that's what I say",1
1,"Q: Hahaha how nice you have friends who return you:]] No matter. Ur still a missomability:] Go find a real BF. Not someone out of your league. LOL UGLY ASSA: Wow, yes, I'm a false bitch Yuur Thee Enee, that's scared to tell all Thiiss Shitt at Myy Face.Bitchh. Stem also gett fuckedd uuppp ...!?!? Yurre Reality Funny Skinny Ass Bitchh",1
0,Q: Who is the worst kiss you kissed? A: A type in Portland or. Both odor >>> Eeewwwwwwww,1
0,"Q: Chilling U Homo = O. 2500msg jezz u a nerd lmao = pa: lmao hmm All those missing your own from Nerd Havent here for the longest WEA time hidden you that hides you, right that you are geeking lol.",1
7,Q: u u sooero nasty! A: naw juz juz freaky,1
6,Q: How do you write retard? RA: so? ^,1
4,"Q: Your Ugly X)! A: Thank you, I think I need Jesus in your life",1
10,Q: Why yuhhh w0n + fu (k m3! N d @ $ $ h9l3 ?? f33l,1
7,Q: Slut.r * Enter the Wienney page here * (;,1
9,Q: Dayumm Stupid Fuckin Cunts Stop Speak your Mother Sucking your mother and sucks IT Dammuri Pussys. (: I love STEPHANIE <3 too much,1
9,Q: Still bitch:] A: Oh wow okay butt yuurr youe one thats tards tlking shitt .... cuzz Idnt Evnn Knoo Whoooo Thiissss Iss ...!,1
3,Q: What do you think about women / girls who are too many in your heart at a time? Do you like to jump from one man with a single day? A: Slut,1
0,"Question: This is not ""Krista"" for the last time I have no flipping idea WHO ""Krista"" Isa: Your Fucking Stupid !!! You didn't say your name as Annonimus Fucking Retard !!! Fucking Let me only be Stupid Dueces !!",1
2,Question: So OOOOOOOOOOOOOS 42 You are too much! D: <A: I don't have clear. thank you.,1
2,Question: Fagga: Hahahaha you loyal to the friend :),1
0,"Q: Fuck you, you son A: Mhm! Of whom? Haha is not anonymous pussy.",1
1,Question: Please stop spam for my bedtime 1000+ in my coming .. Thank you! (: A: ok,1
9,"Q: Oh, well, are not you just the shiiit to go out with older people? Get friends with your age at your age, bitch. A: StFu I Doo and not Wrrry Bout Mee ...",1
6,"Q: Wow you are a foul fake. If you are tired, everyone talks about shit on you, you first stop talking about shit first or remove the damn thing. Gosh you are fucking delayed. I forgot how stupid people are these days and that it would be you.a: whatever the female dog",1
2,Q: Why are you good? That is Lameree you know that there are many groups of hatred and your own myspace? A: I don't want to fake me,1
5,Q: Are you a member of the Chimpanzee family? A: Definitely not! : L.,1
7,"Question: EW I Word is never Jelous of Ur Life. Coke yup that is a medicine, but you still seem to get a lot to go. Nobody gives a flying fuck about your life and let Andrew the fuck only for VC you hate him only for the Firey Cunta: Haha I don't do a Coke You idiot ... and I don't give a fuck over that guy. He is the only thing that points out of my formspring so silence",1
1,Q: I guarantee that children do not leave until the end of the summer.,1
5,Q: Are you a happy person? A: You peppp im usually happy :),1
8,Q: Sarah Stanford it takes butthole.a it takes: ur,1
10,Q: Continuation. You know yourself in the girl Lol .. Next ..ein: Wat to the devil you can not filter,1
1,Q: You are not the same as the killer? Or boogmen? Lola: not for both. I've been in battles but never hurt anyone.,1
4,"Question: Stop calling tabi ""fake"" of course, your fake bitch that has no life, I don't know tabi, but she seems like a nice person.a: hahahahah thankyou im pretty sure the anominal person now gets the photo :) Ha now I want to find out who is Cheyenne>.",1
10,Question: Smile4Mexxx is trailer waste. A racist thick cow. A bimbo fucking slut. And worthless like hell. Everything she is good is someone he uses body for sex and dumping her on the street when they are ready with her;) A: That's not very nice: /,1
6,Q: I'm not a child you're not off! A.,1
7,Q: I have a history of English btw I really hope to be deleted by Deck sheet.,1
7,Q: Fick a nigger? A: Woahman. NOT COOL.,1
4,Q: Why does I mean? A: Who is irrigation? O_______o.,1
5,Question: fake.a: Your fake,1
6,Q: What was the last book you have read? A: LMAO Ahh I have no idea,1
3,"Q: Hey smokyy want to fuck ?? How many times are we 69? Good k think I'm waiting for sexy bitch in your bed! , Da: No! I'm not a prostitute! Fuck yourself you fool fucking bitch!",1
7,Q: Why Tyra (Nasurus) Banks is such a dummy female dog? A: Idk. I did not know she was?,1
8,س: FAVE: Beaawls,1
2,Q: Stop Harring Betty BTW. You're a really painful little girl / boy. You think you have grown now using big words. The stupid child lives a fake life behind a terrible keyboard and screen. How can you become more kind? A: Girl I'm not a fake Han,1
8,Q: Are you gaya: hello no bextch clea itt de mi ish !!!,1
1,Q: Lalaa you are talking here and you are still talking here and you still brings you like you said you said you're fucking transvestite man upa: wtf u kan hop right now and if he prods respect me Lets I believe she shuwld walking fuk?.,1
4,Q. Do you have the same? A.,1
9,Q: 8 Romeey! A: AH: OAH! Friend I only calling call arms and for the first time! Strange things down today I'll tell you tomorrow,1
2,Question: Do you hate me or love me? A: I like hating you,1
4,Q: Not honestly your really immature :) A: Your one,1
7,"Question: What would you do if you have drugged on a date and your date and wake up a wall with fresh pierced nipples and wearing nothing but leather briefs that are not yours? A: LMAO I don't know. I think I would ask her if I could let go and have sex with me, so I could remember it",1
3,"Q: hey bitch tits do not count when the only reason you have them, it's because your fat! A: Gras or skinny, I always have much better than having nothing! Get a life female dog and get anonymous with this bullshit.",1
1,Q: y Do you see a new girl every week. 2 Anna what doesn't happen ??? A: I like him but he made me. Enough about girls.,1
8,Q: You have never overlooked.,1
2,"Q: F Do: http://www.ytiotbubbbbe.com/watch ""v Web_ropflexy and form = related",1
6,Q: Why don't you have access to anonymous questions? I will never ask anon q,1
4,"Q: The bitch will not be Astain like you do not get too high. I have seen a lot of people and some people so they give an excuse to Emily fuck with you lesbian lesbian and stop disposition such as your whole world is your big mkay (: a: stfuu your gay r hopp! Lesbian here will not leave me alone !! p and why do you care about fuck if you think the whole world is Minee? R ""Grow uppp""",1
5,س: Haha U Gotta Step Upspring Game Niqqaa: LMFAO WAT FUKING FORKPRING GAME,1
8,Q: I hope your Asama is sniffed by ADSA: Hope you will get AIDS (:,1
4,Q: Messed up what you do to Gabe. If u 2 like each other then you should be together: And I knew that when I did what I get shit from people. Thank you for making me feel worse.,1
3,"Q: .... I want to be onn youuu.a: Haha Oh Bethy .. (: I want to be on you ""Ron"" (;",1
2,Q: 5 words you use to describe moi? ;-) A: Amazing Gorgeous Witty Adorable Care :),1
3,"Q: Is this a mistake to love girls? A: No. Unless you're kind of insects, sorry I can say it probably doesn't work. Size issues you know?",1
10,Q: I'm Irish ... well partially anyway ;-) A: Because I am Irish I have to kiss? Haha! Why do it say :),1
10,"Question: Leave Kasey alone, she is hell a lot nicer than you, so why are not you closed, mouf (yes I am deliberately written those words do not have to fix me) a: hah .. What is the hell do you do? R shows how much you know ... Your such a fucking pussy you don't even place your name ..",1
0,Q: The last one; - What are your thoughts on pre-maristing sex? A: It's good. Don't give your body to someone just. Marriage is just an instant adhesion.,1
6,Question: Oh sorry how often do you wash Google? A: WTF Are you seriously on the medicines ?? Laugh,1
4,Q: How are you hilarious haha? Good Green! Bitch,1
8,"Questions: Lil teenagers dok I diff makes me in the back 9 of the back and FXCK Sm Sm Duen. Happen yu cum four times are delayed with a painful of painful pain: Uh ... ohkayy (d.f)? - """,1
10,Question: You Chinese Beest.A: Translation Please !!!!!!!!,1
1,Q: Who is yerccer Pyy? A: by Bby (:,1
7,"Question: If I can turn the hand of time, then my Darlin is' you would still be mine.a: Do you have something for Soppy Love Songs?",1
10,Q: Can you ask for a shit? A: Of course Haha.,1
2,Q: Do you honestly think you can talk more about me? a,1
4,"Q: The girls just want to be tabi, as they are using your photos. Obviously, you're hot (she's true Muda Fuck.A: Hahaahhaha, I'm starting to take it as a compliment LMAO hahaha.: Ddddddd",1
2,Q: How many cocks are my chicken house? A: INNN YOURR HENN HOUSE? I just tell one safe side! : O.,1
7,Q: Does she have a slow bauger that you will pull back?,1
6,Q: Your A SL you Ta: I haven't got you. But if you say sooooo,1
7,Q: Bang Bang on the 2-morning door - Go to the door .. Who is there? Why? What do they want? A: see LOL below,1
4,"Q: You guys are not fake! I understood? Good. When he still went to my school, he was there and lost the fact. I'm glad to stay in Texas, they can hara: hahahahahaha well. Sweet your definition of tilting?",1
2,Question: No! You are stupid Lola: Nah ahh she asked I reply to holy,1
2,"Your ugly x)! A: Thank you, but I think you need Jesus in your life",1
0,Q: Pability is not fake. People can steal its pictures and put it on photobucket. But it's the only real deal. Keep charged with her fake and then discard her forms. He knows who he is. So calling Oa: Amen <3,1
5,Q: What rings size are you?: RA: Why are you wondering? Show your face.,1
7,Q: Who are you who you are? Y you tht like her .. If you a person i whiiiih..a: haha ​​<3,1
4,"Q: Im not Jewish I am a Catholic, so sucking a dicka: don't thank i don't like dick",1
4,Q: Do you bie biquea: no.,1
7,Q: Do you think it's okay for the boys to use pink? Sometimes. but it is usually gay ahha,1
4,Q: You're really curious: you think that:] What is it?,1
2,Q: No. Im not. But thanks for throwing out there; Sick Cause always feels the same about it.,1
10,Q. You don't have a big bit ni69z. They lie to you!,1
9,Question: .. STFU TABI ... You can not fake .... But your need to go back to a bitch Annd to Idaho .. Hoi ... Orr just go to W'Ford .. your better Also in the way (: .. You can have 1 that can be 2 friends Brock in Sao Lewa: Haha Fine Jordin,1
0,"Q: Oh yes, I know 'Emily. Two necks are annoying me. LOL. I'll tell you a story about things like that is happening it lol ..A: LMPOOOOOOOOOOOOOOOOOO",1
1,Question: A girl name Tarren has half of your pics. WTF is going ona: then it is a fake gives me its link.,1
3,Question: Have you physically hurt myself on purpose? A: No,1
1,Question: Spamma? stolen = d lmaoa: wth !! I tm'd that woow u really need to make your dictionary of words a loll,1
9,Q: Which girl name do you find the least attractive? A: Smile4metoday ... no! ! No hun ha ha ht i have jk idk ... um debrorah,1
7,Q: Do you want to have children before you2019re 30?: A: NOP. I'm not marrying and I'm killing myself when I'm 32,1
2,Q: What year do you or did you graduate high school? A: 2007,1
10,Q: How do you know you know that you have pursuers? ;) C: I have pursuers?,1
9,Q: Now Ur Uglia: I LOVEE AHH HATERR <3 But do you know your uglier than my dogs shit? Nah Jas Kidin I'm not bitch as you (:,1
5,Q: You are stupid :) fuck off.a: I'm not a dog,1
1,"Q: I know you at a personal level. Bitch.a: If you can not support me, if there is my decision, we should be friends. Female dog.",1
0,Q: One of your S U TA: I don't want you. But if you say sou,1
8,Q: Leave Texas bitch! No one wants here !! Exit from Texas and Brook We were quite good without you bitch! ... SOOO quit! A: Well buying a plane tickettttttttttttttt Thank you,1
1,Question: Girls: Do you have EVR queefed while you have sex? Boys: Is your girl queefed? My brotherhood chick do && he was lhfao !!! A: Yes and don't be disturbed. Very natural and my man likes:],1
1,Q: Your ugly as Fuuuuck (: Betty is 10000% prettier than youuu so-stop is bitchhhhh.a: Right psh yea,1
8,"Q: Ill unclear, you let my stupid ass just know !!!! I do not need your bullshit !!! :))) Thank you && Enjoy the rest of your day! Peace! A: Hahhah",1
4,Question: I've learned Jillian all it knowsa: Did you learn how to destroy a Merloc?,1
4,Q: U KNO WE WANT FUCK ME.A: Hahh Who is this?,1
4,Question: What is under your bed? : Among others: the floor. : P,1
1,Question: Fanny or Dick? A: Willly;),1
6,Q：N！QQ @ L3 @L！X @ L0N3 H3 MO3 MO3 MO3 N3 N！QQゲイ,1
3,Question: Here is an idea of ​​how to stop trying to connect with Tabitha and actually find someone who can absorb 3inches Dick Hahaha doubt that will ever happen. No girl likes a pevert and a shower (: A :: D perfect.,1
4,Q: Hey all this is a friend who isn't a loving uncle does not use any fake records? - Sam: Hahahaa Thank you. They think I use fake pictures as this is not me,1
9,"Q: Oh, but you have Havea: No Funkkin Way?!",1
5,Q: Why does Dose Rubinath15 ask questions? Deleting Bamtcha: Why do you talk to me without knowing? Be a man. Show your face. Hahah,1
7,Q: betsyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyy what the fuckkkkA: What the fuck what? MDR (:,1
5,Q: Fine ... You are the only geek. happy now? A: =) Yes I thank you,1
7,Question: http://www.yoube.com/watch?v=w_rapovx1y & Plans = related,1
6,Question: You are a dirty bitch of int ya? A: Im nor dirty or a bitch thank you :) I am actually pretty innocent when I think about it.,1
10,"Q: I think you think I'm calling a female dog, and you talk to everyone that Tony and He are very cute. I talked about the dog talk about you. So don't believe that people say to me about me I have not promised (: a: k thanks :))",1
2,Question: LOL failed! ... ever in your mouth and didn't want to spit it so that you swallow it again? A: eWwwwwwwwwwwww n Noooo yuck don't fill my page with such a coarseness lmo,1
6,Q: Hello Mr. Gay Fucka: What's happening Mr. Pussy? (: Tell shit to my face.,1
8,"Question: I'm sorry but whatever nonsense is below me, he can stop his fucking mouth, you do not tell anyone to kill yourself that you kill yourself by seeing yourself because you do this There is nothing better for, then leave its formpring. Yes i love UUU (:",1
10,Q: Do not tell someone you kill themselves in their fucking mouth in the fuck but I do not tell you someone to kill themselves if you do not hide to her sharmpring.A Go go and go to kill you and go to Love Yuou (:,1
9,Q: I love you PERV - because you are hot! A: They are.,1
1,Question: Bitch Stfu at least I know myself I'm not lyk ua: I have to care for bitch,1
4,"Q: Haha and Wendy have been made from grilled after completing the grilled cooking, and when they turn it off, I heard it turned off it. So?! Your mind?! D:",1
1,"Q: Is there anyone you just beat and say ""there bitch!"" ? Lmao. Who are you and why? A: My ex-wife who says everything",1
6,Question: http://ihatjade.com/tie=zad69s1w8l2kcolosjl777: Who knows who should see,1
0,Q: I want the care of our children: Is too bad? C:,1
3,"Question: Do you want to rain on your parade? Of course, you hate the ignorant tenses that believe that the creature of Texas gives them the right to act as a low level of skins. The need to live in the real world and pull your head from this dark place they asked .a: amen",1
0,Q: Do you hope to be killing you. But that's good for you got big bug in Hot.A: Stfu,1
1,"Q: So from the Stalking, I realize that you only dated a girl, and your name is Mika?! I'm sorry, Wasnoww?! After all the love and dedication, did I give you? We are through. >: [A: Oh..oho..Please. Please do not do that.",1
8,Q: Please stop the indiscriminate mail for NW right I have 1000+ in my inbox .. Thanks! (: A: Ohies,1
6,Q: --- Fuck me --- A: Hah ... close stranger;),1
2,"F: Girls: In men, they prefer the athletic types or musician / artsy types more and why? Guys: In women, they prefer the shy innocent guys or the short-rock species of Crazier more and why? A: Short Sketch Crazy Slutty Type. because I like fuck lol",1
5,Q: End; - What are your thoughts up to maritx sex? A: That's fine. Not only give your body to anyone. Marriage is only the ideal because it's not all institutional.,1
6,Q: Please answer your yours your yours;) a: i amm i amm!,1
6,Q: How do you feel knowing that you have stalkers? ;) A: I have stalkers?,1
4,"Question: As soon as you are in heaven, you stopped wearing the clothing where you were buried for eternity? Read more: http://www.funenclave.com/fun-stuff/intelige-questions-25692.html#ixzz0tjmscecfa: Really who gives ??? I would be in heaven and drink beer without being stupid, so it can't care what I would wear",1
8,Q: What do you think about Black Friday? Why adults start acting like children in stores to get Christmas gifts their kids? I mean their adults. They should behave like a. :) A: This is a mass mentality,1
0,Vraag: DRIP Y @ CUM OP MI LYKK H0 + W @ XA: LOL,1
10,Q: Why do you have two commas there after shit?,1
10,Q: What is the name of the girl you find less attractive? a: smile4metoday ... no! In no ha ha ha ha ha ha JJ Least .. Umm Dikbrura,1
9,Q: Why do you like Lil children like Justin Beber? A: Umm ... has a big heart that you have ever added to take your facts directly before you hate 16yr old?,1
2,Q: Y Do you have a big nose seriously no girl has a big nose? A: Not as big as yours,1
0,"Question: Why not? And all you have to say is ""quickly"". Oh and leave people alone (: delete this you fucking fake :) A: I'm not Fake FYI",1
10,Q: Lalaa spoke so much shit here and you still have not intensified Amber like you were shaking the UPA transvestite man: WTF and Kan Hop out now and if it got probs wit me I belive hi shuwld increase fuk?,1
2,"Q: VV3 H @ D $ 3xx D @ 0 + H3R D @ y @nd Y0 P3N! $$ M3LT L! K3 P! Zz @. D @ $ Q00D. @nd y00 cum + @ $ + 3 l! K3 (H33 $ 3 (@ K3a: No, we do not have",1
7,Q：Shit Talkin Bitcha：WOW RELYLY whiey whyy yuu thiis shitt over thiis formprings ndd nott inny myy facee wooss the pussy,1
7,Question: Shelia or Shaya: omg shay lmao,1
0,Q: Do you fuck women's Gaga? A: Clearly XD,1
7,"Q: Does your dirty bitch already? A: I'm not dirty or a bitch Thank you :) Actually, I really prefer, if I think about it.",1
1,Q: Caan You went to take me some McCas?,1
0,Q: Im a GIRLA: Make me a sandwich,1
4,Q: What do you do if I punched you in the nose? A: Make sure I'm in front of a steel wall and duck ... If you were successful enough to hit me ... you bitch !!!! :(,1
2,Q: Ur Facebook A Facebook Music Facebook and a picture that makes the rest of my lanegage and all my family is my friend with people with people at school but ask me to make evidence of my testimony and give me a link?,1
9,Q. Vvvvv This chickens don't friends and to start wif ppl. !! A: LOL WWW,1
10,P: N! QQA @ yuhh $ + @ r +! N Ta B3 M3 @ NA: IAM HOE,1
2,Q: Not even Michaela? A: Michaela is not shit!,1
4,Q: Besides Tonia: Tico ..,1
9,Q: Who asks people if they know me why I see all the time that is what the caresa: you have a fan D00D. Can you sign my BEWS?,1
2,Q: Good old JC.A: Old definitely accurate: P,1
3,Q:,1
0,Q: I do not want to get something with her. Why do you have so much beef with me seriously? I do not like beef. Preferred chicken. Your Kinda turns off me a man. Five off my penis! A :: X !! I love youuu.,1
5,"Question: U told Austin that they were never a friend of Alex, but then tell Alex opposite what's going on here? And who are they lying? A: WTF? I have never lied ... I told Austen that Alex could be a bitch in Sofia and that she gives me death to death.",1
6,Question: Justin Bieber fuck. She is a fucking out: Um excuse? He is not!! Ur a nonsense idiot! Kay? Good,1
10,"Q: Well, I just told my friend that when I read your information giggled giggled: Lawlz What kind of man Gigglez?!",1
4,"Q: Hey a bitch in people who write here, because you want people who you want to write to you. Who said I was crazy? Suppose WhTevr, but if you lie lying your name is correct?",1
4,"Q: I'm sure you believe in Victor, I trust you: Thank you. I appreciate it. I believe you too.",1
7,Q: Francis and End NICO; Nobody wants to listen to all Lovvial Dye !!!! Shutup !!!! A: Close Ahaha,1
4,Q: Y3Ah im sur3 sh3 d0nt want y0u..a: Oh this bad news: / gay gay writing dude,1
4,Q: She was sitting next to the girl. LOL .. Continue,1
3,Q: Uhhh man I'm about to go to all Rambo all this friggin phomspring Bitc !!! .. grrrrr.a: Tell me fs over omg :( i go and watch jersey shore something useful as lol again,1
8,"Q: his messed up what you do in Gabe. If you are 2 like the other, you should be together: and I knew that when I did what I did, I would have shit people. Thank you for making me feel worse.",1
8,Q: You are the Bitch :) Fuck off ..a: I'm not a dog Hun,1
7,Q: Who is http://www.facebook.com/?ref=hp#y/photo.php?pid=367394&id=100000175835119 Not Lilyya: I thought not lily hints a bit ment was lily .... I was wrong some her chick ..... she whore .... lol jokes i love her :),1
10,Q: Hi: Hi is not a crime but I do not want to say a blow and I do not want to speak shit but I'm not minded: Haha I do not love PPL. ive had three boyfriends in the past two years and I'm talking to someone right now.,1
2,Q: He's the most sexual person alive? A: DJ and your father (;,1
8,"Q: Chilling U Homo = O. 2500msg jezz u a nerd lmao = pa: lmao hmm All those missing your own from Nerd Havent here for the longest WEA time hidden you that hides you, right that you are geeking lol.",1
1,Q: You honestly do you think you can speak more siht than I can? A: NOTALKING YOUR GOOD SHIT IN I LIKE TO BAVE THE FACTS: P,1
5,Q: Betty is like adorable. You're like a turkey heads that sneeze in my denla to the toilet: it doesn't even make sense,1
5,Question So ... Sober Sunday Messed Up Monday Trashed Tuesday Wasted Wednesday Through Thursday Fucked Friday Shitfaced Saturday What is your favorite day of the weekly: Umm..Sober Sunday?,1
7,Q: Gross! Your face is Nastya: So you are yours that you do not see me complain,1
7,Q: Fucking beach fucking you my daddy and football for faggots.a: Yes. Yeah. Not]:,1
5,"Q: If you are not healthy like that and then you said that I say: I'm sed excactly and I'm Kne Amber I do not dum, it's just me Taylor Brianna and you. So bye ..",1
1,Question: You did not get a brain on that day. They were only handing them to those who will use them. A: What?,1
10,Q: You ga.a: da funk is your problem homie?,1
10,Question: Have you ever 'a guide to recognize your saints' ?? A: No I don't have that. Good? What is it about?,1
6,Q: Do you think of what a murder of a murdered victim had any punishment for the murderer? A: Good to say well? I wanted to ban heaven in that situation I want to come to that person everybody but it will not bring them back? Personally I prefer someone to undergo a lifetime of suffering than anyone's death penalty. Do you know? I'm not saying a family but I think it's hard to comment because I know.,1
7,Question: Your returns suck balsa: so do your,1
8,Q: You owe DIEA: KAY,1
3,Q: Hey Sugar Tits! Want to meet in the night? I'm on my evo with white stripe on top .. Ethallic blue racing ... I also got windows before tinted. Look for me! A: Wash ur mouth with soap and properly approach me,1
4,F: Ur Mad Ugly.a: In etwas in AM.;] <333,1
4,Q: Do you have your wisdom teeth? A: Yes,1
4,"Question: You are a beautiful girl and I do not think you shoul do all the things you do cause you are fucking up your life! Sorry to say, but you need to better with your life then just throw it away ..... A: And what I'm doing so bad ...",1
7,"Question: 44 ???? WTF? Would you ever have sex with a minor girl like me? A: No, I will talk to your dirty, but would never go all the way",1
4,Question: So from finishing I am to realize that you would only date one girl and her name Mika is?! Sorry Whatnw?! After all love and dedication I have given you? We are through. >: [A: Oh..ohno..lear. Please don't do me this.,1
10,"Q: Sleepin around is for whores. Lola: Exactlyyyyyy. So, can you guess what I am? XD",1
0,Vraag: Shelia of Shaya: OMG Shay lmao,1
10,"Q: ""Smoker girl covers your smoking heat boobies !!"" lmfaoo xd wow. You are not too bad: / A: What too bad I do not?",1
1,Q: Why do you respond to Eveningthinq with a question? A: Huh Idk Cuz is a LOL Questions box !!,1
